timestamp,v_pv,i_pv,p_pv,wh_pv_daily,v_bat,i_bat,p_bat,scc_eff,load_status,uptime_sec,esp_temp,free_heap,wifi_rssi,sd_status
2026-09-02 09:30:00,17.47,2.03,35.46,709.15,13.18,2.53,33.33,94.0,ON,207000,36.1,212631,-66,MOUNTED
2026-09-02 09:40:00,17.31,1.78,30.81,714.29,13.09,2.21,28.87,93.7,ON,207600,36.2,220414,-62,MOUNTED
2026-09-02 09:50:00,17.12,1.46,25.00,718.46,12.99,1.80,23.38,93.5,ON,208200,34.9,215627,-66,MOUNTED
2026-09-02 10:00:00,17.00,1.27,21.59,722.05,12.92,1.56,20.12,93.2,ON,208800,34.2,217223,-66,MOUNTED
2026-09-02 10:10:00,16.91,1.13,19.11,725.24,12.88,1.38,17.75,92.9,ON,209400,34.1,223234,-65,MOUNTED
2026-09-02 10:20:00,16.79,0.94,15.78,727.87,12.81,1.14,14.61,92.6,ON,210000,33.3,225553,-62,MOUNTED
2026-09-02 10:30:00,16.59,0.63,10.45,729.61,12.71,0.76,9.65,92.3,ON,210600,32.8,219015,-62,MOUNTED
2026-09-02 10:40:00,16.49,0.46,7.59,730.88,12.65,0.55,6.99,92.1,ON,211200,31.2,221237,-64,MOUNTED
2026-09-02 10:50:00,16.33,0.21,3.43,731.45,12.57,0.25,3.15,91.8,ON,211800,31.1,224964,-66,MOUNTED
2026-09-02 11:00:00,0.23,0.00,0.00,731.45,12.37,-0.32,-3.96,0.0,ON,212400,31.9,215504,-67,MOUNTED
2026-09-02 11:10:00,0.19,0.00,0.00,731.45,12.42,-0.32,-3.97,0.0,ON,213000,31.8,216354,-65,MOUNTED
2026-09-02 11:20:00,0.25,0.00,0.00,731.45,12.36,-0.32,-3.96,0.0,ON,213600,31.3,218296,-65,MOUNTED
2026-09-02 11:30:00,0.15,0.00,0.00,731.45,12.41,-0.32,-3.97,0.0,ON,214200,31.4,215273,-65,MOUNTED
2026-09-02 11:40:00,0.21,0.00,0.00,731.45,12.35,-0.32,-3.95,0.0,ON,214800,31.4,214208,-64,MOUNTED
2026-09-02 11:50:00,0.25,0.00,0.00,731.45,12.35,-0.32,-3.95,0.0,ON,215400,31.6,224930,-63,MOUNTED
2026-09-02 12:00:00,0.21,0.00,0.00,731.45,12.43,-0.32,-3.98,0.0,ON,216000,31.2,213060,-62,MOUNTED
2026-09-02 12:10:00,0.17,0.00,0.00,731.45,12.35,-0.32,-3.95,0.0,ON,216600,30.9,224672,-64,MOUNTED
2026-09-02 12:20:00,0.24,0.00,0.00,731.45,12.31,-0.32,-3.94,0.0,ON,217200,31.2,223471,-62,MOUNTED
2026-09-02 12:30:00,0.24,0.00,0.00,731.45,12.30,-0.32,-3.94,0.0,ON,217800,31.1,214945,-64,MOUNTED
2026-09-02 12:40:00,0.24,0.00,0.00,731.45,12.41,-0.32,-3.97,0.0,ON,218400,31.3,220735,-65,MOUNTED
2026-09-02 12:50:00,0.17,0.00,0.00,731.45,12.40,-0.32,-3.97,0.0,ON,219000,30.8,221008,-65,MOUNTED
2026-09-02 13:00:00,0.24,0.00,0.00,731.45,12.30,-0.32,-3.94,0.0,ON,219600,31.8,223404,-64,MOUNTED
2026-09-02 13:10:00,0.16,0.00,0.00,731.45,12.44,-0.32,-3.98,0.0,ON,220200,31.3,215727,-65,MOUNTED
2026-09-02 13:20:00,0.24,0.00,0.00,731.45,12.36,-0.32,-3.96,0.0,ON,220800,31.1,217185,-62,MOUNTED
2026-09-02 13:30:00,0.24,0.00,0.00,731.45,12.44,-0.32,-3.98,0.0,ON,221400,31.5,217617,-62,MOUNTED
2026-09-02 13:40:00,0.20,0.00,0.00,731.45,12.31,-0.32,-3.94,0.0,ON,222000,31.5,214269,-65,MOUNTED
2026-09-02 13:50:00,0.21,0.00,0.00,731.45,12.38,-0.32,-3.96,0.0,ON,222600,30.8,221053,-64,MOUNTED
2026-09-02 14:00:00,0.21,0.00,0.00,731.45,12.31,-0.32,-3.94,0.0,ON,223200,31.7,224767,-64,MOUNTED
2026-09-02 14:10:00,0.24,0.00,0.00,731.45,12.38,-0.32,-3.96,0.0,ON,223800,31.5,221935,-63,MOUNTED
2026-09-02 14:20:00,0.21,0.00,0.00,731.45,12.38,-0.32,-3.96,0.0,ON,224400,32.0,221578,-63,MOUNTED
2026-09-02 14:30:00,0.17,0.00,0.00,731.45,12.35,-0.32,-3.95,0.0,ON,225000,31.6,219984,-62,MOUNTED
2026-09-02 14:40:00,0.24,0.00,0.00,731.45,12.33,-0.32,-3.95,0.0,ON,225600,30.9,216506,-62,MOUNTED
2026-09-02 14:50:00,0.20,0.00,0.00,731.45,12.37,-0.32,-3.96,0.0,ON,226200,31.3,213925,-64,MOUNTED
2026-09-02 15:00:00,0.17,0.00,0.00,731.45,12.32,-0.32,-3.94,0.0,ON,226800,31.6,212722,-66,MOUNTED
2026-09-02 15:10:00,0.21,0.00,0.00,731.45,12.42,-0.32,-3.97,0.0,ON,227400,31.2,215550,-64,MOUNTED
2026-09-02 15:20:00,0.23,0.00,0.00,731.45,12.31,-0.32,-3.94,0.0,ON,228000,31.6,214812,-65,MOUNTED
2026-09-02 15:30:00,0.18,0.00,0.00,731.45,12.36,-0.32,-3.96,0.0,ON,228600,31.8,212754,-67,MOUNTED
2026-09-02 15:40:00,0.24,0.00,0.00,731.45,12.33,-0.32,-3.95,0.0,ON,229200,31.8,223333,-67,MOUNTED
2026-09-02 15:50:00,0.23,0.00,0.00,731.45,12.32,-0.32,-3.94,0.0,ON,229800,31.8,220997,-65,MOUNTED
2026-09-02 16:00:00,0.21,0.00,0.00,731.45,12.31,-0.32,-3.94,0.0,ON,230400,31.8,214772,-66,MOUNTED
2026-09-02 16:10:00,0.15,0.00,0.00,731.45,12.44,-0.32,-3.98,0.0,ON,231000,31.3,220250,-63,MOUNTED
2026-09-02 16:20:00,0.23,0.00,0.00,731.45,12.31,-0.32,-3.94,0.0,ON,231600,31.8,218990,-62,MOUNTED
2026-09-02 16:30:00,0.18,0.00,0.00,731.45,12.35,-0.32,-3.95,0.0,ON,232200,31.8,212702,-67,MOUNTED
2026-09-02 16:40:00,0.19,0.00,0.00,731.45,12.43,-0.32,-3.98,0.0,ON,232800,31.5,212612,-66,MOUNTED
2026-09-02 16:50:00,0.24,0.00,0.00,731.45,12.43,-0.32,-3.98,0.0,ON,233400,31.0,224464,-62,MOUNTED
2026-09-02 17:00:00,0.17,0.00,0.00,0.00,12.31,-0.32,-3.94,0.0,ON,234000,31.4,212719,-64,MOUNTED
2026-09-02 17:10:00,0.24,0.00,0.00,0.00,12.35,-0.32,-3.95,0.0,ON,234600,31.7,215701,-67,MOUNTED
2026-09-02 17:20:00,0.22,0.00,0.00,0.00,12.33,-0.32,-3.95,0.0,ON,235200,31.6,216713,-62,MOUNTED
2026-09-02 17:30:00,0.17,0.00,0.00,0.00,12.32,-0.32,-3.94,0.0,ON,235800,32.2,215774,-64,MOUNTED
2026-09-02 17:40:00,0.20,0.00,0.00,0.00,12.38,-0.32,-3.96,0.0,ON,236400,32.2,213618,-63,MOUNTED
2026-09-02 17:50:00,0.23,0.00,0.00,0.00,12.36,-0.32,-3.96,0.0,ON,237000,31.7,217962,-66,MOUNTED
2026-09-02 18:00:00,0.22,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,237600,32.1,220578,-65,MOUNTED
2026-09-02 18:10:00,0.19,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,238200,31.2,225094,-64,MOUNTED
2026-09-02 18:20:00,0.22,0.00,0.00,0.00,12.42,-0.32,-3.97,0.0,ON,238800,31.8,216372,-65,MOUNTED
2026-09-02 18:30:00,0.24,0.00,0.00,0.00,12.31,-0.32,-3.94,0.0,ON,239400,31.5,214476,-62,MOUNTED
2026-09-02 18:40:00,0.24,0.00,0.00,0.00,12.39,-0.32,-3.96,0.0,ON,240000,30.8,220693,-62,MOUNTED
2026-09-02 18:50:00,0.25,0.00,0.00,0.00,12.31,-0.32,-3.94,0.0,ON,240600,32.0,219420,-67,MOUNTED
2026-09-02 19:00:00,0.15,0.00,0.00,0.00,12.44,-0.32,-3.98,0.0,ON,241200,31.5,214259,-66,MOUNTED
2026-09-02 19:10:00,0.18,0.00,0.00,0.00,12.34,-0.32,-3.95,0.0,ON,241800,30.8,212594,-66,MOUNTED
2026-09-02 19:20:00,0.17,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,242400,31.3,216515,-64,MOUNTED
2026-09-02 19:30:00,0.20,0.00,0.00,0.00,12.32,-0.32,-3.94,0.0,ON,243000,31.8,214718,-66,MOUNTED
2026-09-02 19:40:00,0.16,0.00,0.00,0.00,12.32,-0.32,-3.94,0.0,ON,243600,30.9,217621,-66,MOUNTED
2026-09-02 19:50:00,0.21,0.00,0.00,0.00,12.34,-0.32,-3.95,0.0,ON,244200,30.9,216550,-65,MOUNTED
2026-09-02 20:00:00,0.16,0.00,0.00,0.00,12.43,-0.32,-3.98,0.0,ON,244800,32.2,224158,-65,MOUNTED
2026-09-02 20:10:00,0.18,0.00,0.00,0.00,12.31,-0.32,-3.94,0.0,ON,245400,31.7,224852,-63,MOUNTED
2026-09-02 20:20:00,0.16,0.00,0.00,0.00,12.36,-0.32,-3.96,0.0,ON,246000,31.5,217248,-64,MOUNTED
2026-09-02 20:30:00,0.23,0.00,0.00,0.00,12.35,-0.32,-3.95,0.0,ON,246600,31.7,215364,-62,MOUNTED
2026-09-02 20:40:00,0.17,0.00,0.00,0.00,12.41,-0.32,-3.97,0.0,ON,247200,31.7,217881,-67,MOUNTED
2026-09-02 20:50:00,0.25,0.00,0.00,0.00,12.42,-0.32,-3.97,0.0,ON,247800,31.7,221753,-62,MOUNTED
2026-09-02 21:00:00,0.15,0.00,0.00,0.00,12.33,-0.32,-3.95,0.0,ON,248400,31.0,217576,-63,MOUNTED
2026-09-02 21:10:00,0.24,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,249000,32.1,219108,-66,MOUNTED
2026-09-02 21:20:00,0.23,0.00,0.00,0.00,12.40,-0.32,-3.97,0.0,ON,249600,31.9,212328,-62,MOUNTED
2026-09-02 21:30:00,0.21,0.00,0.00,0.00,12.44,-0.32,-3.98,0.0,ON,250200,32.2,217493,-67,MOUNTED
2026-09-02 21:40:00,0.22,0.00,0.00,0.00,12.33,-0.32,-3.95,0.0,ON,250800,31.1,224270,-62,MOUNTED
2026-09-02 21:50:00,0.23,0.00,0.00,0.00,12.35,-0.32,-3.95,0.0,ON,251400,32.2,216815,-66,MOUNTED
2026-09-02 22:00:00,0.16,0.00,0.00,0.00,12.45,-0.32,-3.98,0.0,ON,252000,31.6,224630,-64,MOUNTED
2026-09-02 22:10:00,0.24,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,252600,30.9,219853,-64,MOUNTED
2026-09-02 22:20:00,0.20,0.00,0.00,0.00,12.41,-0.32,-3.97,0.0,ON,253200,31.7,219626,-65,MOUNTED
2026-09-02 22:30:00,0.17,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,253800,31.2,224757,-64,MOUNTED
2026-09-02 22:40:00,0.24,0.00,0.00,0.00,12.40,-0.32,-3.97,0.0,ON,254400,31.7,222360,-62,MOUNTED
2026-09-02 22:50:00,0.24,0.00,0.00,0.00,12.33,-0.32,-3.95,0.0,ON,255000,31.6,219422,-63,MOUNTED
2026-09-02 23:00:00,16.20,0.00,0.00,0.00,12.50,0.00,0.00,91.5,ON,255600,31.0,214402,-62,MOUNTED
2026-09-02 23:10:00,16.35,0.24,3.92,0.65,12.58,0.29,3.60,91.8,ON,256200,31.6,216385,-62,MOUNTED
2026-09-02 23:20:00,16.48,0.44,7.25,1.86,12.65,0.53,6.68,92.1,ON,256800,31.5,223041,-67,MOUNTED
2026-09-02 23:30:00,16.61,0.65,10.80,3.66,12.72,0.78,9.97,92.3,ON,257400,33.1,215624,-66,MOUNTED
2026-09-02 23:40:00,16.74,0.86,14.40,6.06,12.79,1.04,13.33,92.6,ON,258000,33.3,225116,-62,MOUNTED
2026-09-02 23:50:00,16.91,1.13,19.11,9.25,12.88,1.38,17.75,92.9,ON,258600,34.1,222277,-67,MOUNTED
2026-09-03 00:00:00,17.04,1.33,22.66,13.02,12.94,1.63,21.12,93.2,ON,259200,34.5,218901,-67,MOUNTED
2026-09-03 00:10:00,17.22,1.62,27.90,17.67,13.04,2.00,26.09,93.5,ON,259800,36.0,215486,-65,MOUNTED
2026-09-03 00:20:00,17.38,1.88,32.67,23.12,13.13,2.33,30.61,93.7,ON,260400,36.6,223944,-62,MOUNTED
2026-09-03 00:30:00,17.46,2.01,35.09,28.97,13.17,2.50,32.98,94.0,ON,261000,36.1,213167,-65,MOUNTED
2026-09-03 00:40:00,17.53,2.13,37.34,35.19,13.21,2.66,35.17,94.2,ON,261600,36.2,221607,-62,MOUNTED
2026-09-03 00:50:00,17.66,2.33,41.15,42.05,13.28,2.93,38.89,94.5,ON,262200,36.7,220012,-67,MOUNTED
2026-09-03 01:00:00,17.68,2.35,41.55,48.97,13.28,2.97,39.39,94.8,ON,262800,36.8,215655,-66,MOUNTED
2026-09-03 01:10:00,17.88,2.68,47.92,56.96,13.39,3.40,45.52,95.0,ON,263400,37.6,212887,-66,MOUNTED
2026-09-03 01:20:00,18.16,3.12,56.66,66.40,13.54,3.98,53.94,95.2,ON,264000,39.9,216309,-64,MOUNTED
2026-09-03 01:30:00,18.07,2.97,53.67,75.35,13.49,3.80,51.25,95.5,ON,264600,38.6,212226,-62,MOUNTED
2026-09-03 01:40:00,18.36,3.45,63.34,85.91,13.65,4.44,60.62,95.7,ON,265200,40.7,222373,-66,MOUNTED
2026-09-03 01:50:00,18.52,3.70,68.52,97.33,13.73,4.79,65.71,95.9,ON,265800,40.6,223190,-64,MOUNTED
2026-09-03 02:00:00,18.59,3.82,71.01,109.16,13.77,4.96,68.24,96.1,ON,266400,40.9,213701,-67,MOUNTED
2026-09-03 02:10:00,18.71,3.99,74.65,121.60,13.83,5.20,71.89,96.3,ON,267000,42.3,221703,-67,MOUNTED
2026-09-03 02:20:00,18.72,4.01,75.07,134.11,13.84,5.23,72.44,96.5,ON,267600,41.5,224054,-63,MOUNTED
2026-09-03 02:30:00,18.85,4.22,79.55,147.37,13.91,5.53,76.92,96.7,ON,268200,42.1,225799,-62,MOUNTED
2026-09-03 02:40:00,18.69,3.96,74.01,159.71,13.82,5.18,71.64,96.8,ON,268800,42.4,219163,-63,MOUNTED
2026-09-03 02:50:00,18.78,4.11,77.19,172.57,13.87,5.40,74.87,97.0,ON,269400,42.8,222666,-64,MOUNTED
2026-09-03 03:00:00,18.98,4.43,84.08,186.58,13.98,5.84,81.64,97.1,ON,270000,43.7,221729,-67,MOUNTED
2026-09-03 03:10:00,19.24,4.84,93.12,202.10,14.11,6.42,90.61,97.3,ON,270600,45.2,218210,-67,MOUNTED
2026-09-03 03:20:00,19.22,4.81,92.45,217.51,14.10,6.39,90.05,97.4,ON,271200,44.2,212708,-62,MOUNTED
2026-09-03 03:30:00,19.24,4.84,93.12,233.03,14.11,6.43,90.79,97.5,ON,271800,45.3,220139,-62,MOUNTED
2026-09-03 03:40:00,19.02,4.50,85.59,247.30,14.00,5.97,83.54,97.6,ON,272400,44.3,213685,-62,MOUNTED
2026-09-03 03:50:00,19.16,4.72,90.44,262.37,14.07,6.28,88.36,97.7,ON,273000,44.7,218679,-62,MOUNTED
2026-09-03 04:00:00,19.24,4.84,93.12,277.89,14.11,6.45,91.07,97.8,ON,273600,45.2,224894,-62,MOUNTED
2026-09-03 04:10:00,19.19,4.76,91.34,293.12,14.09,6.34,89.33,97.8,ON,274200,44.1,214658,-64,MOUNTED
2026-09-03 04:20:00,19.12,4.66,89.10,307.97,14.05,6.21,87.23,97.9,ON,274800,44.1,219466,-63,MOUNTED
2026-09-03 04:30:00,19.43,5.14,99.87,324.61,14.21,6.88,97.77,97.9,ON,275400,45.8,220531,-66,MOUNTED
2026-09-03 04:40:00,19.41,5.11,99.19,341.14,14.20,6.85,97.21,98.0,ON,276000,46.2,224795,-65,MOUNTED
2026-09-03 04:50:00,19.42,5.13,99.62,357.75,14.21,6.87,97.63,98.0,ON,276600,46.0,212187,-63,MOUNTED
2026-09-03 05:00:00,19.56,5.35,104.65,375.19,14.28,7.18,102.56,98.0,ON,277200,45.8,221882,-62,MOUNTED
2026-09-03 05:10:00,19.52,5.28,103.07,392.37,14.26,7.08,101.01,98.0,ON,277800,46.8,223489,-64,MOUNTED
2026-09-03 05:20:00,19.59,5.40,105.79,410.00,14.30,7.25,103.67,98.0,ON,278400,45.9,219808,-65,MOUNTED
2026-09-03 05:30:00,19.17,4.73,90.67,425.11,14.08,6.30,88.77,97.9,ON,279000,44.0,221892,-62,MOUNTED
2026-09-03 05:40:00,19.58,5.39,105.54,442.70,14.30,7.23,103.32,97.9,ON,279600,46.0,218180,-66,MOUNTED
2026-09-03 05:50:00,19.26,4.87,93.80,458.33,14.12,6.50,91.74,97.8,ON,280200,45.0,223910,-62,MOUNTED
2026-09-03 06:00:00,19.25,4.86,93.56,473.92,14.12,6.48,91.50,97.8,ON,280800,45.6,224963,-66,MOUNTED
2026-09-03 06:10:00,19.38,5.08,98.45,490.33,14.19,6.78,96.19,97.7,ON,281400,45.6,222327,-66,MOUNTED
2026-09-03 06:20:00,19.14,4.69,89.77,505.29,14.06,6.23,87.62,97.6,ON,282000,44.8,225289,-64,MOUNTED
2026-09-03 06:30:00,19.30,4.95,95.54,521.22,14.15,6.58,93.15,97.5,ON,282600,45.4,218958,-63,MOUNTED
2026-09-03 06:40:00,18.92,4.33,81.92,534.87,13.94,5.72,79.79,97.4,ON,283200,42.9,223765,-63,MOUNTED
2026-09-03 06:50:00,19.15,4.70,90.00,549.87,14.07,6.22,87.57,97.3,ON,283800,44.9,221801,-63,MOUNTED
2026-09-03 07:00:00,18.81,4.15,78.06,562.88,13.88,5.46,75.80,97.1,ON,284400,42.8,218309,-62,MOUNTED
2026-09-03 07:10:00,18.73,4.03,75.48,575.46,13.84,5.29,73.22,97.0,ON,285000,42.9,213603,-67,MOUNTED
2026-09-03 07:20:00,18.84,4.21,79.32,588.68,13.90,5.52,76.78,96.8,ON,285600,42.2,221161,-62,MOUNTED
2026-09-03 07:30:00,18.73,4.03,75.48,601.26,13.84,5.27,72.99,96.7,ON,286200,42.1,220392,-65,MOUNTED
2026-09-03 07:40:00,18.66,3.93,73.33,613.48,13.81,5.12,70.76,96.5,ON,286800,41.7,218321,-64,MOUNTED
2026-09-03 07:50:00,18.68,3.96,73.97,625.81,13.82,5.15,71.23,96.3,ON,287400,42.4,220657,-64,MOUNTED
2026-09-03 08:00:00,18.42,3.54,65.21,636.68,13.68,4.58,62.67,96.1,ON,288000,41.0,222832,-67,MOUNTED
2026-09-03 08:10:00,18.45,3.59,66.24,647.72,13.70,4.64,63.52,95.9,ON,288600,41.4,220991,-67,MOUNTED
2026-09-03 08:20:00,18.20,3.19,58.06,657.40,13.56,4.10,55.56,95.7,ON,289200,39.6,220746,-66,MOUNTED
2026-09-03 08:30:00,18.11,3.05,55.24,666.60,13.52,3.90,52.75,95.5,ON,289800,39.3,224950,-62,MOUNTED
2026-09-03 08:40:00,17.99,2.86,51.45,675.18,13.45,3.64,48.98,95.2,ON,290400,38.8,222853,-65,MOUNTED
2026-09-03 08:50:00,17.82,2.58,45.98,682.84,13.36,3.27,43.68,95.0,ON,291000,38.3,223850,-66,MOUNTED
2026-09-03 09:00:00,17.74,2.45,43.46,690.09,13.32,3.09,41.20,94.8,ON,291600,37.1,220137,-66,MOUNTED
2026-09-03 09:10:00,17.77,2.50,44.42,697.49,13.33,3.15,41.98,94.5,ON,292200,37.4,216613,-64,MOUNTED
2026-09-03 09:20:00,17.51,2.09,36.60,703.59,13.20,2.61,34.48,94.2,ON,292800,37.0,224570,-63,MOUNTED
2026-09-03 09:30:00,17.52,2.10,36.79,709.72,13.20,2.62,34.58,94.0,ON,293400,36.1,222048,-64,MOUNTED
2026-09-03 09:40:00,17.26,1.69,29.17,714.58,13.06,2.09,27.33,93.7,ON,294000,34.9,215230,-64,MOUNTED
2026-09-03 09:50:00,17.20,1.60,27.52,719.17,13.03,1.97,25.73,93.5,ON,294600,35.0,214470,-66,MOUNTED
2026-09-03 10:00:00,17.07,1.39,23.73,723.12,12.96,1.71,22.12,93.2,ON,295200,35.6,218248,-62,MOUNTED
2026-09-03 10:10:00,16.88,1.08,18.23,726.16,12.86,1.32,16.94,92.9,ON,295800,34.2,218442,-62,MOUNTED
2026-09-03 10:20:00,16.72,0.83,13.88,728.48,12.78,1.01,12.85,92.6,ON,296400,34.1,221244,-65,MOUNTED
2026-09-03 10:30:00,16.62,0.67,11.14,730.33,12.72,0.81,10.28,92.3,ON,297000,33.8,214313,-64,MOUNTED
2026-09-03 10:40:00,16.49,0.46,7.59,731.60,12.65,0.55,6.99,92.1,ON,297600,32.2,212231,-67,MOUNTED
2026-09-03 10:50:00,16.33,0.21,3.43,732.17,12.57,0.25,3.15,91.8,ON,298200,31.3,219143,-65,MOUNTED
2026-09-03 11:00:00,0.18,0.00,0.00,732.17,12.31,-0.32,-3.94,0.0,ON,298800,31.7,218316,-67,MOUNTED
2026-09-03 11:10:00,0.16,0.00,0.00,732.17,12.33,-0.32,-3.95,0.0,ON,299400,32.2,220722,-63,MOUNTED
2026-09-03 11:20:00,0.16,0.00,0.00,732.17,12.38,-0.32,-3.96,0.0,ON,300000,32.0,225528,-66,MOUNTED
2026-09-03 11:30:00,0.25,0.00,0.00,732.17,12.30,-0.32,-3.94,0.0,ON,300600,31.4,223606,-62,MOUNTED
2026-09-03 11:40:00,0.18,0.00,0.00,732.17,12.36,-0.32,-3.96,0.0,ON,301200,30.8,217925,-63,MOUNTED
2026-09-03 11:50:00,0.17,0.00,0.00,732.17,12.42,-0.32,-3.97,0.0,ON,301800,32.2,214452,-65,MOUNTED
2026-09-03 12:00:00,0.16,0.00,0.00,732.17,12.31,-0.32,-3.94,0.0,ON,302400,32.0,214481,-65,MOUNTED
2026-09-03 12:10:00,0.17,0.00,0.00,732.17,12.33,-0.32,-3.95,0.0,ON,303000,31.3,215670,-62,MOUNTED
2026-09-03 12:20:00,0.24,0.00,0.00,732.17,12.44,-0.32,-3.98,0.0,ON,303600,31.5,219447,-64,MOUNTED
2026-09-03 12:30:00,0.18,0.00,0.00,732.17,12.34,-0.32,-3.95,0.0,ON,304200,31.1,220473,-64,MOUNTED
2026-09-03 12:40:00,0.18,0.00,0.00,732.17,12.43,-0.32,-3.98,0.0,ON,304800,31.7,214583,-64,MOUNTED
2026-09-03 12:50:00,0.16,0.00,0.00,732.17,12.38,-0.32,-3.96,0.0,ON,305400,32.1,213870,-63,MOUNTED
2026-09-03 13:00:00,0.21,0.00,0.00,732.17,12.45,-0.32,-3.98,0.0,ON,306000,32.0,222613,-67,MOUNTED
2026-09-03 13:10:00,0.15,0.00,0.00,732.17,12.34,-0.32,-3.95,0.0,ON,306600,31.4,225644,-62,MOUNTED
2026-09-03 13:20:00,0.22,0.00,0.00,732.17,12.32,-0.32,-3.94,0.0,ON,307200,32.1,214916,-66,MOUNTED
2026-09-03 13:30:00,0.24,0.00,0.00,732.17,12.31,-0.32,-3.94,0.0,ON,307800,32.0,216616,-65,MOUNTED
2026-09-03 13:40:00,0.17,0.00,0.00,732.17,12.45,-0.32,-3.98,0.0,ON,308400,30.8,219832,-62,MOUNTED
2026-09-03 13:50:00,0.18,0.00,0.00,732.17,12.34,-0.32,-3.95,0.0,ON,309000,31.6,216644,-66,MOUNTED
2026-09-03 14:00:00,0.21,0.00,0.00,732.17,12.41,-0.32,-3.97,0.0,ON,309600,32.1,218502,-66,MOUNTED
2026-09-03 14:10:00,0.25,0.00,0.00,732.17,12.39,-0.32,-3.96,0.0,ON,310200,31.7,222933,-66,MOUNTED
2026-09-03 14:20:00,0.23,0.00,0.00,732.17,12.39,-0.32,-3.96,0.0,ON,310800,31.1,214258,-65,MOUNTED
2026-09-03 14:30:00,0.20,0.00,0.00,732.17,12.39,-0.32,-3.96,0.0,ON,311400,31.5,222282,-64,MOUNTED
2026-09-03 14:40:00,0.19,0.00,0.00,732.17,12.36,-0.32,-3.96,0.0,ON,312000,31.6,224076,-66,MOUNTED
2026-09-03 14:50:00,0.25,0.00,0.00,732.17,12.30,-0.32,-3.94,0.0,ON,312600,31.9,221127,-65,MOUNTED
2026-09-03 15:00:00,0.16,0.00,0.00,732.17,12.44,-0.32,-3.98,0.0,ON,313200,31.1,218848,-62,MOUNTED
2026-09-03 15:10:00,0.22,0.00,0.00,732.17,12.39,-0.32,-3.96,0.0,ON,313800,32.0,212486,-64,MOUNTED
2026-09-03 15:20:00,0.24,0.00,0.00,732.17,12.32,-0.32,-3.94,0.0,ON,314400,32.0,220931,-64,MOUNTED
2026-09-03 15:30:00,0.18,0.00,0.00,732.17,12.42,-0.32,-3.97,0.0,ON,315000,31.8,221890,-63,MOUNTED
2026-09-03 15:40:00,0.18,0.00,0.00,732.17,12.36,-0.32,-3.96,0.0,ON,315600,32.2,212880,-67,MOUNTED
2026-09-03 15:50:00,0.16,0.00,0.00,732.17,12.45,-0.32,-3.98,0.0,ON,316200,31.7,212277,-64,MOUNTED
2026-09-03 16:00:00,0.20,0.00,0.00,732.17,12.34,-0.32,-3.95,0.0,ON,316800,31.5,212149,-66,MOUNTED
2026-09-03 16:10:00,0.24,0.00,0.00,732.17,12.42,-0.32,-3.97,0.0,ON,317400,31.2,222103,-64,MOUNTED
2026-09-03 16:20:00,0.21,0.00,0.00,732.17,12.42,-0.32,-3.97,0.0,ON,318000,31.8,222895,-64,MOUNTED
2026-09-03 16:30:00,0.17,0.00,0.00,732.17,12.33,-0.32,-3.95,0.0,ON,318600,32.1,217079,-66,MOUNTED
2026-09-03 16:40:00,0.20,0.00,0.00,732.17,12.42,-0.32,-3.97,0.0,ON,319200,31.4,224168,-67,MOUNTED
2026-09-03 16:50:00,0.21,0.00,0.00,732.17,12.42,-0.32,-3.97,0.0,ON,319800,31.4,218257,-66,MOUNTED
2026-09-03 17:00:00,0.22,0.00,0.00,0.00,12.42,-0.32,-3.97,0.0,ON,320400,32.0,216747,-62,MOUNTED
2026-09-03 17:10:00,0.24,0.00,0.00,0.00,12.34,-0.32,-3.95,0.0,ON,321000,30.8,225185,-62,MOUNTED
2026-09-03 17:20:00,0.17,0.00,0.00,0.00,12.32,-0.32,-3.94,0.0,ON,321600,32.2,217168,-65,MOUNTED
2026-09-03 17:30:00,0.20,0.00,0.00,0.00,12.30,-0.32,-3.94,0.0,ON,322200,31.6,222673,-64,MOUNTED
2026-09-03 17:40:00,0.21,0.00,0.00,0.00,12.37,-0.32,-3.96,0.0,ON,322800,32.2,223977,-67,MOUNTED
2026-09-03 17:50:00,0.20,0.00,0.00,0.00,12.42,-0.32,-3.97,0.0,ON,323400,31.2,213558,-66,MOUNTED
2026-09-03 18:00:00,0.17,0.00,0.00,0.00,12.36,-0.32,-3.96,0.0,ON,324000,32.2,223593,-67,MOUNTED
2026-09-03 18:10:00,0.23,0.00,0.00,0.00,12.38,-0.32,-3.96,0.0,ON,324600,31.8,221553,-62,MOUNTED
2026-09-03 18:20:00,0.22,0.00,0.00,0.00,12.31,-0.32,-3.94,0.0,ON,325200,30.9,216970,-67,MOUNTED
2026-09-03 18:30:00,0.15,0.00,0.00,0.00,12.32,-0.32,-3.94,0.0,ON,325800,31.8,220325,-63,MOUNTED
2026-09-03 18:40:00,0.20,0.00,0.00,0.00,12.33,-0.32,-3.95,0.0,ON,326400,31.9,213560,-66,MOUNTED
2026-09-03 18:50:00,0.17,0.00,0.00,0.00,12.35,-0.32,-3.95,0.0,ON,327000,31.5,222781,-63,MOUNTED
